Date,5년 ~ 7년
2020.12.9,506.0032733
2020.12.10,504.6920861
2020.12.11,503.7779487
2020.12.12,503.170847
2020.12.13,502.4794329
2020.12.14,501.4033748
2020.12.15,500.6950388
2020.12.16,500.4436461
2020.12.17,499.0413467
2020.12.18,498.5156591
2020.12.19,497.6835184
2020.12.20,497.4227323
2020.12.21,497.2892792
2020.12.22,497.7263537
2020.12.23,497.5685667
2020.12.24,497.2955111
2020.12.25,497.0408814
2020.12.26,496.6004863
2020.12.27,493.6953336
2020.12.28,493.3618014
2020.12.29,491.0073877
2020.12.30,490.8123103
2020.12.31,490.5294497
2021.1.1,489.8493341
2021.1.2,487.4689825
2021.1.3,486.140934
2021.1.4,483.2645742
2021.1.5,482.8157658
2021.1.6,482.6729479
2021.1.7,482.5036115
2021.1.8,481.7475393
2021.1.9,478.1625326
2021.1.10,476.9209691
2021.1.11,476.6479575
2021.1.12,476.246662
2021.1.13,475.7120563
2021.1.14,473.5723682
2021.1.15,473.1485954
2021.1.16,472.71976
2021.1.17,471.525352
2021.1.18,471.0432355
2021.1.19,470.7521182
2021.1.20,470.2841362
2021.1.21,468.6142929
2021.1.22,468.1618024
2021.1.23,467.5292076
2021.1.24,467.0334934
2021.1.25,466.0321256
2021.1.26,465.3406966
2021.1.27,464.8504306
2021.1.28,463.7646152
2021.1.29,463.3250017
2021.1.30,462.8305396
2021.1.31,462.2685186
2021.2.1,461.8885902
2021.2.2,461.3625026
2021.2.3,456.2427577
2021.2.4,455.7569871
2021.2.5,455.3733999
2021.2.6,454.80853
2021.2.7,454.3870525
2021.2.8,454.1510795
2021.2.9,453.8821726
