Date,미결제 약정 (Open Interest)
2019.7.16,836400641
2019.7.17,772533573
2019.7.18,796928027
2019.7.19,765712249
2019.7.20,805631281
2019.7.21,811011349
2019.7.22,802991274
2019.7.23,801325898
2019.7.24,776250364
2019.7.25,807326568
2019.7.26,799302466
2019.7.27,837372998
2019.7.28,780988015
2019.7.29,783414656
2019.7.30,805118270
2019.7.31,832980546
2019.8.1,871701863
2019.8.2,913414153
2019.8.3,948454942
2019.8.4,968117638
2019.8.5,1023299550
2019.8.6,1017445191
2019.8.7,1048521242
2019.8.8,1067088183
2019.8.9,1143616013
2019.8.10,1090338544
2019.8.11,1073256819
2019.8.12,1081440691
2019.8.13,1099724363
2019.8.14,986913992
2019.8.15,906364921
2019.8.16,902901144
2019.8.17,912340414
2019.8.18,907313612
2019.8.19,955698313
2019.8.20,980583714
2019.8.21,947646240
2019.8.22,983730146
2019.8.23,1024704093
2019.8.24,970374603
2019.8.25,978844051
2019.8.26,940750112
2019.8.27,964632748
2019.8.28,1028102683
2019.8.29,998570582
2019.8.30,997202632
2019.8.31,996396405
2019.9.1,993867060
2019.9.2,1009123627
2019.9.3,1031853934
2019.9.4,1064722243
2019.9.5,1250290638
2019.9.6,1244301566
2019.9.7,1267351497
2019.9.8,1267507347
2019.9.9,1255251243
2019.9.10,1246638624
2019.9.11,1249309580
2019.9.12,1284305501
2019.9.13,1302238121
2019.9.14,1321629769
2019.9.15,1330599449
2019.9.16,1311306360
2019.9.17,1308286178
2019.9.18,1338375696
2019.9.19,1233362218
2019.9.20,1249188576
2019.9.21,1255312445
2019.9.22,1266723302
2019.9.23,1295471059
2019.9.24,1048403634
2019.9.25,948900082
2019.9.26,931666501
2019.9.27,942101065
2019.9.28,928137194
2019.9.29,954056238
2019.9.30,963467469
2019.10.1,986102722
2019.10.2,983460620
2019.10.3,947888505
2019.10.4,949648464
2019.10.5,951973412
2019.10.6,986794939
2019.10.7,955145723
2019.10.8,956659469
2019.10.9,984682960
2019.10.10,1009712595
2019.10.11,1002079811
2019.10.12,1005751920
2019.10.13,984659232
2019.10.14,1000020426
2019.10.15,1036612501
2019.10.16,1052711575
2019.10.17,1044080671
2019.10.18,1037283768
2019.10.19,1025527968
2019.10.20,1019212136
2019.10.21,1023102967
2019.10.22,1076460058
2019.10.23,1025044229
2019.10.24,1036943415
2019.10.25,934022012
2019.10.26,888354562
2019.10.27,950037828
2019.10.28,957267976
2019.10.29,1037118808
2019.10.30,1005308786
2019.10.31,990353540
2019.11.1,1015471776
2019.11.2,1039846515
2019.11.3,1032548671
2019.11.4,1072878582
2019.11.5,1059128680
2019.11.6,1084785086
2019.11.7,1296785248
2019.11.8,1285042890
2019.11.9,1274841360
2019.11.10,1282564693
2019.11.11,1244562811
2019.11.12,1237540543
2019.11.13,1291954346
2019.11.14,1324732152
2019.11.15,1281910243
2019.11.16,1289977285
2019.11.17,1292675089
2019.11.18,1290040684
2019.11.19,1308232715
2019.11.20,1315294957
2019.11.21,1165963572
2019.11.22,1028427559
2019.11.23,1037306065
2019.11.24,1042502108
2019.11.25,971480374
2019.11.26,970574629
2019.11.27,961392509
2019.11.28,963564857
2019.11.29,1003175068
2019.11.30,996873669
2019.12.1,1000974286
2019.12.2,1017279542
2019.12.3,1038578588
2019.12.4,1010703840
2019.12.5,976120591
2019.12.6,997545430
2019.12.7,1021643089
2019.12.8,1024864464
2019.12.9,1024358443
2019.12.10,1073093244
2019.12.11,1116397493
2019.12.12,1071170065
2019.12.13,1083712300
2019.12.14,1127042543
2019.12.15,1093438385
2019.12.16,1100570877
2019.12.17,1092227688
2019.12.18,971593524
2019.12.19,994352955
2019.12.20,1020007519
2019.12.21,1008123087
2019.12.22,1047001078
2019.12.23,1008440311
2019.12.24,988158471
2019.12.25,988665798
2019.12.26,1001194855
2019.12.27,1028733766
2019.12.28,1029333116
2019.12.29,1044814547
2019.12.30,1062287937
2019.12.31,1071826472
2020.1.1,1086420503
2020.1.2,1094250018
2020.1.3,1031552879
2020.1.4,1067237140
2020.1.5,1075979871
2020.1.6,1150154811
2020.1.7,1165390751
2020.1.8,1155616050
2020.1.9,1156363807
2020.1.10,1199966112
2020.1.11,1195109923
2020.1.12,1217740704
2020.1.13,1225369008
2020.1.14,1335100481
2020.1.15,1379810907
2020.1.16,1366891374
2020.1.17,1428763964
2020.1.18,1415803617
2020.1.19,1299685261
2020.1.20,1312604258
2020.1.21,1339890046
2020.1.22,1335207126
2020.1.23,1386453149
2020.1.24,1351161023
2020.1.25,1310651758
2020.1.26,1401809226
2020.1.27,1500179035
2020.1.28,1494917787
2020.1.29,1541417829
2020.1.30,1567940605
2020.1.31,1542921376
2020.2.1,1548872184
2020.2.2,1619526144
2020.2.3,1622495868
2020.2.4,1625098174
2020.2.5,1714074171
2020.2.6,1679636723
2020.2.7,1710096398
2020.2.8,1700034984
2020.2.9,1766095287
2020.2.10,1729610258
2020.2.11,1777006420
2020.2.12,1781391709
2020.2.13,1827501916
2020.2.14,1833673962
2020.2.15,1800114906
2020.2.16,1791561346
2020.2.17,1827473532
2020.2.18,1838832561
2020.2.19,1654116241
2020.2.20,1654763860
2020.2.21,1650526315
2020.2.22,1677643800
2020.2.23,1698392299
2020.2.24,1786712554
2020.2.25,1786619738
2020.2.26,1677402207
2020.2.27,1561604144
2020.2.28,1548127573
2020.2.29,1515440983
2020.3.1,1544287141
2020.3.2,1528147935
2020.3.3,1509321221
2020.3.4,1504429554
2020.3.5,1565417268
2020.3.6,1577586336
2020.3.7,1606036606
2020.3.8,1485532473
2020.3.9,1356987375
2020.3.10,1360122967
2020.3.11,1342754777
2020.3.12,740023419.7
2020.3.13,729771436.9
2020.3.14,709605378.5
2020.3.15,694297072.8
2020.3.16,663263291.6
2020.3.17,678137186.3
2020.3.18,694686876.8
2020.3.19,731265301.1
2020.3.20,682689878.3
2020.3.21,703675061.6
2020.3.22,766959416.8
2020.3.23,704339599
2020.3.24,694656343.6
2020.3.25,718874974
2020.3.26,725496590.6
2020.3.27,735874950.9
2020.3.28,798608783.5
2020.3.29,860274017.2
2020.3.30,840594984
2020.3.31,892838276.3
2020.4.1,929947929.1
2020.4.2,861094064.2
2020.4.3,881569628.3
2020.4.4,899626132.4
2020.4.5,893236545.4
2020.4.6,976671888.1
2020.4.7,946195329.3
2020.4.8,946056041.9
2020.4.9,987913860.9
2020.4.10,1019491548
2020.4.11,1046870052
2020.4.12,1013024637
2020.4.13,1029098572
2020.4.14,1050859105
2020.4.15,1116098333
2020.4.16,1037079324
2020.4.17,1044174476
2020.4.18,1087910662
2020.4.19,1064277209
2020.4.20,1098347713
2020.4.21,1105971767
2020.4.22,1155533330
2020.4.23,1030713904
2020.4.24,1010656775
2020.4.25,1044760687
2020.4.26,1061692612
2020.4.27,1054179145
2020.4.28,1088577325
2020.4.29,1096359428
2020.4.30,1044153106
2020.5.1,1113769744
2020.5.2,1138039101
2020.5.3,1183204267
2020.5.4,1167121712
2020.5.5,1190501270
2020.5.6,1302284094
2020.5.7,1397807200
2020.5.8,1467534245
2020.5.9,1526909743
2020.5.10,1145194774
2020.5.11,1123389901
2020.5.12,1161916244
2020.5.13,1414835004
2020.5.14,1468352447
2020.5.15,1438721127
2020.5.16,1418032646
2020.5.17,1488539627
2020.5.18,1506813207
2020.5.19,1476974804
2020.5.20,1509202723
2020.5.21,1451403037
2020.5.22,1495027327
2020.5.23,1461284491
2020.5.24,1458530949
2020.5.25,1492736728
2020.5.26,1497598605
2020.5.27,1548242822
2020.5.28,1604214332
2020.5.29,1606254422
2020.5.30,1598614427
2020.5.31,1564899165
2020.6.1,1812656778
2020.6.2,1544696704
2020.6.3,1546172842
2020.6.4,1593029772
2020.6.5,1596433758
2020.6.6,1588749027
2020.6.7,1578002804
2020.6.8,1642919818
2020.6.9,1623770800
2020.6.10,1641407567
2020.6.11,1644359771
2020.6.12,1610948006
2020.6.13,1606749428
2020.6.14,1659916101
2020.6.15,1705113717
2020.6.16,1686914915
2020.6.17,1693628789
2020.6.18,1720437674
2020.6.19,1693465142
2020.6.20,1669536031
2020.6.21,1657144345
2020.6.22,1749194123
2020.6.23,1961637895
2020.6.24,1954293053
2020.6.25,1905870290
2020.6.26,1975756152
2020.6.27,2010333479
2020.6.28,1976734545
2020.6.29,1966566309
2020.6.30,1945958263
2020.7.1,2041583129
2020.7.2,2025619797
2020.7.3,2042924626
2020.7.4,1998643213
2020.7.5,2004252166
2020.7.6,2108859796
2020.7.7,2068607701
2020.7.8,2204016448
2020.7.9,2114120679
2020.7.10,2084130184
2020.7.11,2102498460
2020.7.12,2103249736
2020.7.13,2193121624
2020.7.14,2169198447
2020.7.15,2243362607
2020.7.16,2312760116
2020.7.17,2293205739
2020.7.18,2258205535
2020.7.19,2283986140
2020.7.20,2236903517
2020.7.21,2435766513
2020.7.22,2449107933
2020.7.23,2457367365
2020.7.24,2386552950
2020.7.25,2510510765
2020.7.26,2367750011
2020.7.27,2366639187
2020.7.28,2313455712
2020.7.29,2416477125
2020.7.30,2434131162
2020.7.31,2524595917
2020.8.1,2654884254
2020.8.2,2200750623
2020.8.3,2221483490
2020.8.4,2216009203
2020.8.5,2358437116
2020.8.6,2441019037
2020.8.7,2361147770
2020.8.8,2319486599
2020.8.9,2378943517
2020.8.10,2450994185
2020.8.11,2436359523
2020.8.12,2351409161
2020.8.13,2362480857
2020.8.14,2403867697
2020.8.15,2467539845
2020.8.16,2499231783
2020.8.17,2642186898
2020.8.18,2594575737
2020.8.19,2464464703
2020.8.20,2453946124
2020.8.21,2480181596
2020.8.22,2391137031
2020.8.23,2394310679
2020.8.24,2458243367
2020.8.25,2531834224
2020.8.26,2382311061
2020.8.27,2422744772
2020.8.28,2392978738
2020.8.29,2380734331
2020.8.30,2452127724
2020.8.31,2483116021
2020.9.1,2578123690
2020.9.2,2478505786
2020.9.3,2043786734
2020.9.4,1866277935
2020.9.5,1820539378
2020.9.6,1858233935
2020.9.7,1889898039
2020.9.8,1908318613
2020.9.9,1886131217
2020.9.10,1924504245
2020.9.11,1921684063
2020.9.12,1936832153
2020.9.13,1971757495
2020.9.14,2047806203
2020.9.15,2024741634
2020.9.16,2159603521
2020.9.17,2119708788
2020.9.18,2147418692
2020.9.19,2183167146
2020.9.20,2111956781
2020.9.21,2042572081
2020.9.22,2030168606
2020.9.23,2034831550
2020.9.24,2023175263
2020.9.25,2047152506
2020.9.26,2078664007
2020.9.27,2075720029
2020.9.28,2025073882
2020.9.29,2066867125
2020.9.30,2091903510
2020.10.1,2025544256
2020.10.2,2006107549
2020.10.3,2012087078
2020.10.4,2040417394
2020.10.5,2129217098
2020.10.6,2105457005
2020.10.7,2099055291
2020.10.8,2184116747
2020.10.9,2260215994
2020.10.10,2237244132
2020.10.11,2246910137
2020.10.12,2231472108
2020.10.13,2204685421
2020.10.14,2165364088
2020.10.15,2188020214
2020.10.16,2148666396
2020.10.17,2136079233
2020.10.18,2186796743
2020.10.19,2368983071
2020.10.20,2446772887
2020.10.21,2462627086
2020.10.22,2557168596
2020.10.23,2599546768
2020.10.24,2717019602
2020.10.25,2614564926
2020.10.26,2646337761
2020.10.27,2777045601
2020.10.28,2529147990
2020.10.29,2683697746
2020.10.30,2671475964
2020.10.31,2831588761
2020.11.1,2799826989
2020.11.2,2692488056
2020.11.3,2765736240
2020.11.4,2799175659
2020.11.5,2875544705
2020.11.6,2892966730
2020.11.7,2616293418
2020.11.8,2793248327
2020.11.9,2760900978
2020.11.10,2756150491
2020.11.11,3018971870
2020.11.12,3194021178
2020.11.13,3163793012
2020.11.14,3044571622
2020.11.15,3048419547
2020.11.16,3315418854
2020.11.17,3375647905
2020.11.18,3344679388
2020.11.19,3495527218
2020.11.20,3801017700
2020.11.21,3850986296
2020.11.22,3848816343
2020.11.23,3969564342
2020.11.24,3883733293
2020.11.25,3812425212
